"id","profileName","text","date","title","rating","images","helpful","variant:colour"
"R38899JB4SFV0","Abhi Arora","Thank you very much.","Reviewed in India on 30 August 2025","Thank you very much.","5.0 out of 5 stars","","0","Bold Black"
"R2GKGT69LY5YIR","Raja Kumar","It's very osm product at thiis range...the sound quality is very good...if u r searching for airdopes at cheap price then go for itt..
I really love this product","Reviewed in India on 29 August 2025","Best airdopes","5.0 out of 5 stars","","0","Bold Black"
"R2JYN4JT6EXHTL","Jayshri J.","Awesome","Reviewed in India on 29 August 2025","Amazing product","5.0 out of 5 stars","","0","Bold Black"
"RM2V7Y6IQ69F9","Priyansh","Right earphone is not working properly. It connects and disconnects again and again. Poor","Reviewed in India on 29 August 2025","Worst product","1.0 out of 5 stars","https://m.media-amazon.com/images/I/61saZULxkjL.jpg","0","Black"
"R3L930HM6DGTUN","Sk Mojidul","Bluetooth sound problem and charging problem and call problem","Reviewed in India on 29 August 2025","Sound problem","1.0 out of 5 stars","https://m.media-amazon.com/images/I/61b-qXgZjYL.jpg
https://m.media-amazon.com/images/I/61hsA38wKnL.jpg","0","Bold Black"
"R2ZF0JXNZVK0EK","Kishor","Charging pin is not perfect","Reviewed in India on 29 August 2025","About bout Bluetooth","1.0 out of 5 stars","","0","Bold Black"
"R24RGNZC8WG2NA","Dhananjay Patil","Voice and product quality to good.","Reviewed in India on 28 August 2025","Good Product.","5.0 out of 5 stars","","0","Bold Black"
"R3I93UHY7FWGN3","Product is good, happy with product quality but amozon packing is very very inesposible bed conditon, packed not sealed, even every one can open product...","I buy this product in January 2025 and I have facing changing and connecting problems, I give this two time in company, but still not good response, sorry, strongly denay this product to buy any one, please go to noise brand.. This is time, money wasting products, I give this feedback after 6 month, after ushing this product...","Reviewed in India on 28 August 2025","Bed product","1.0 out of 5 stars","","0","Bold Black"
"R3KV1NS2NX393C","Jimmy","Battery backup is way too low n also keep disconnect continuously realy bad product","Reviewed in India on 28 August 2025","Wireless Earphones","1.0 out of 5 stars","","0","Bold Black"
"R3I8AQBEAWG2UA","Ravi Prajapat","Isse gatiya product nhi dekha signal button nhi chal rha charge nhi ho rha aur amazon ko 20 bar se jyada replacement dal diye wo bhi nhi kr rhe","Reviewed in India on 28 August 2025","Amazon aur boat dono ke product bekar hai","1.0 out of 5 stars","","0","Grey"
"R29X46UHYLA8YJ","Aayushi","Product was so cheap and damaged sorry","Reviewed in India on 27 August 2025","Damaged and used","1.0 out of 5 stars","","0","Bold Black"
"RSJHGHIUBWLC4","S.Thakur","Best experience","Reviewed in India on 27 August 2025","Best experience","5.0 out of 5 stars","","0","Bold Black"
"RM0IBJJKXHOW3","HOTEL PALLAS PRIDE VIVEKANANDA","Only one ear pod working at a time","Reviewed in India on 26 August 2025","Only one working","1.0 out of 5 stars","","0","Bold Black"
"RRE8UTNZKJLI","Dr.P.K.KULKARNI","I don't have agency who can repair. Not long ladting","Reviewed in India on 26 August 2025","Bolts ear phone","5.0 out of 5 stars","","0","Bold Black"
"R2IXGUURVFPFHE","Minakshi g.","Nice","Reviewed in India on 26 August 2025","Nice","5.0 out of 5 stars","","0","Bold Black"
"R17GK2NT9TDH1","S","Left ear bud is very fast battery drain problam","Reviewed in India on 26 August 2025","Left ear bud is very fast battery drain problam","1.0 out of 5 stars","","0","Bold Black"
"R2IJKW7CI7PIBX","Aditi","As soon as you drop it somewhere you loose the microphoe function, people on call won't be able to hear you clearly and then what's the point of while anc?????
Sound is still good. But microphone of no use.","Reviewed in India on 26 August 2025","Low durability for microphone","2.0 out of 5 stars","","0","Green"
"R2JMNGVBW52AU7","amit gupta","Not working after 25days","Reviewed in India on 25 August 2025","Not working","1.0 out of 5 stars","https://m.media-amazon.com/images/I/81jReDW6l7L.jpg","0","Bold Black"
"ROM9QZCVF34K8","Vankar Ashok","Good quality 👍","Reviewed in India on 25 August 2025","Deserve its 5 Star review","5.0 out of 5 stars","","0","White"
"R3IGXI69GRH67B","Placeholder","Poor quality. Don't buy","Reviewed in India on 25 August 2025","Low batttery back. Poor sound quality","1.0 out of 5 stars","https://m.media-amazon.com/images/I/719spnjpSxL.jpg","0","Bold Black"
"R1XHC14SCCLFCE","Sheena","Good for the price and excellent durability as it literally fell from 1st floor to ground floor and still survived","Reviewed in India on 24 August 2025","Good for the price","5.0 out of 5 stars","","0","Bold Black"
"R51NXO0ZSNSOB","$U₹Y@","Good product, I am using it till now.","Reviewed in India on 23 August 2025","Good one.","5.0 out of 5 stars","","0","Bold Black"
"R16GGCWIKVTL2X","Jaydip Shrimali","Good quality","Reviewed in India on 23 August 2025",".","5.0 out of 5 stars","","0","Bold Black"
"R2334H3MIMW4S1","Raja Das","Don't buy this product. It's waste of money. After 20 days of purchasing left side airpode is not charging","Reviewed in India on 23 August 2025","Waste of money","1.0 out of 5 stars","","0","Grey"
"R2WDLBKGOOEHLJ","ketan kailas borhade","ANC mode not working while drive bike on Highway","Reviewed in India on 22 August 2025","Anc","1.0 out of 5 stars","","0","Black"
"RL4UVF0KEOPHF","Sherwin",false,"Reviewed in India on 22 August 2025","Good","5.0 out of 5 stars","https://m.media-amazon.com/images/I/61RmccJEOcL.jpg","0","Bold Black"
"R10JFTIRCTEMEL","karbhari d.","This item is a used","Reviewed in India on 22 August 2025","Used item","2.0 out of 5 stars","https://m.media-amazon.com/images/I/61GH+6ZNKQL.jpg","0","Bold Black"
"RBGLG5E1OF7BY","Good quality thanks","Very good","Reviewed in India on 22 August 2025","Iam very happy","5.0 out of 5 stars","","0","Grey"
"R1U3VH525FI86P","Sanjay","Sound quality is Good 😊,But after 1 year thare will more problem occur like magnet not working properly,charge drained 👎 Overall Review This is for only one year 😡☹️","Reviewed in India on 22 August 2025","Overall review","2.0 out of 5 stars","","0","Bold Black"
"R308RKE8VJV8CK","Raima Raj","Old and used product was sent. Not working","Reviewed in India on 22 August 2025","Non working old product","1.0 out of 5 stars","","0","Bold Black"
"RE5M3RX30NRHA","Vikas g.","Amazon send used product","Reviewed in India on 22 August 2025","Defective and used product","1.0 out of 5 stars","https://m.media-amazon.com/images/I/61JY+E+50BL.jpg
https://m.media-amazon.com/images/I/61bn4KEFP5L.jpg","0","Bold Black"
"R1AHP5LG1T7L7C","Lal Krishna","Very bad product
Connectivity issues, replace it 2 times","Reviewed in India on 22 August 2025","Wste of money","1.0 out of 5 stars","","0","Bold Black"
"R10DCCH8JCINLW","Saurabh Garg","Worst product. Don't buy. It shuts down as soon as right earpiece is touched. We weren't able to return this item. *NOT EXPECTED FROM BOAT*","Reviewed in India on 22 August 2025","Worst product","1.0 out of 5 stars","","0","Active White"
"R2AROY3ZDFJ94V","azad","Battery backup problem","Reviewed in India on 21 August 2025","Bad quality send Amazon","1.0 out of 5 stars","https://m.media-amazon.com/images/I/81ADvN7fJSL.jpg","0","Bold Black"
"R3EAOMCX4X65ND","Pavan Kumar Arava","Right ear bud down , No Sound, Not charging
already --
just 2 weeks of purchase
moderate Usage
Quality is poor
141 Gen 2 has less option than Gen 1","Reviewed in India on 21 August 2025","Not Good","1.0 out of 5 stars","","0","Active Black"
"R1ZUMEFET7NVY6","Sivalingam","Worst product total airpods is not working","Reviewed in India on 21 August 2025","Waste of money(scam)","1.0 out of 5 stars","","0","Bold Black"
"R3OW3ZW7FQ7D3P","Snehal","Very nice and very comfortable and it is affordable also and buds are very nice","Reviewed in India on 21 August 2025","Very nice","5.0 out of 5 stars","","0","Bold Black"
"R2323BP6DARARA","Uttam","Bad product","Reviewed in India on 21 August 2025","Battary backup low","1.0 out of 5 stars","","0","Bold Black"
"R262OPRAAPKKG2","Shreyash medical","Very bad product plz don't buy this product","Reviewed in India on 20 August 2025","Very bad product","5.0 out of 5 stars","","0","Bold Black"
"R2D2GRXG93T75A","Jitendra Rathore",false,"Reviewed in India on 20 August 2025","पुराना आइटम","1.0 out of 5 stars","https://m.media-amazon.com/images/I/61aJ81IQpGL.jpg
https://m.media-amazon.com/images/I/71jybYwA47L.jpg","0","Bold Black"
"R23GW5R6PRB5RT","Monotech Systems Ltd","Not working properly","Reviewed in India on 20 August 2025","Need replacement","1.0 out of 5 stars","","0","Bold Black"
"RHMBALKG47M01","Venkata Kavya Sri Gurram","The only problem I have is that the sensor can't tell the difference between fingers and anything else . There is a feature that turns off the earbud if you continuously touch it for 8 seconds. But when I sleep on my side the earbud gets switched off from touching the pillow . Boat you should really solve this . This is so annoying","Reviewed in India on 19 August 2025","Remove or modify the turn off feature","3.0 out of 5 stars","","0","Bold Black"
"R1YC6R4YGARDLI","Joshua Thakur","𝚅𝚎𝚛𝚢 𝙶𝚘𝚘𝚍 𝙸 𝚕𝚘𝚟𝚎𝚍 𝚒𝚝","Reviewed in India on 19 August 2025","𝚃𝚞𝚛𝚙𝚑𝚒𝚗𝚊 𝚃𝚑𝚊𝚔𝚞𝚛","5.0 out of 5 stars","","0","Bold Black"
"R3FEN0KBS43U7K","Vaibhav Kumar","👍👍","Reviewed in India on 19 August 2025","👍👍👍","5.0 out of 5 stars","","0","Bold Black"
"R2EZZSYJ6F62CA","Adhiraj Patel","Bhai log mat purchase karna bhut kharab product hai.","Reviewed in India on 19 August 2025","This product very chip","1.0 out of 5 stars","","0","Bold Black"
"R22QTM94BJ6RE8","Aniket","Worst experience, very bad after service experience, i had visited service twice in a day for repair and configure.","Reviewed in India on 18 August 2025","Worst product","1.0 out of 5 stars","","0","Bold Black"
"R2FTNNNQ3HNVQU","Liya anna thomas","Good","Reviewed in India on 18 August 2025","Good product","5.0 out of 5 stars","","0","Green"
"R3OQGQXM5JDDWM","Satheesh Kailath","Good product, I am satisfied","Reviewed in India on 18 August 2025","Nice","5.0 out of 5 stars","","0","Bold Black"
"R31N0YMNELFMB4","Swapan Kar","Average product","Reviewed in India on 18 August 2025","Good","5.0 out of 5 stars","","0","Bold Black"
"R17UL75BBM30NW","Atul Sen","It's one airpod is not working properly","Reviewed in India on 17 August 2025","Not charging","2.0 out of 5 stars","","0","Bold Black"
"R1JQ2CZMOHDWKA","Gulfam Ali","Good","Reviewed in India on 17 August 2025","Good","5.0 out of 5 stars","","0","Bold Black"
"RST5P0XA2SH4I","mangat rai","Product is very good the sound is also very nice 👌","Reviewed in India on 17 August 2025","Product review","5.0 out of 5 stars","","0","Bold Black"
"R27VITWAWVPKWP","Ubaidur Rahman","😠Worst audio quality. Money wasted!😠
And pairing support on boat app","Reviewed in India on 17 August 2025","Audio quality","1.0 out of 5 stars","","0","Active Black"
"R33Z16G194PNWQ","Pradeep Kumar Yadav","Very bad quality","Reviewed in India on 17 August 2025","Bad quality","1.0 out of 5 stars","","0","Bold Black"
"R18GDDKMAXS53V","Ayushy","Avergae","Reviewed in India on 16 August 2025","Avg","3.0 out of 5 stars","","0","Bold Black"
"R2MAV2UBLO64AJ","MA","This Boat Airdopes 141 product exceeded my expectations! The sound quality is crystal clear with deep bass, and the noise cancellation works surprisingly well for this price range. The fit is comfortable and stays secure even during workouts. Battery life is impressive Quick charging is a bonus, and the case feels sturdy and compact. Overall, amazing value for money. Highly recommended!","Reviewed in India on 8 August 2025","Airdopes 141: Great Comfort, Superb Sound, and Stylish Design!","5.0 out of 5 stars","","0","Bold Black"
"R1CCUI3PAEV35C","Ankit goswami","Ye boAt 141 ANC Elite sach me value for money hai. ANC kaafi sahi kaam karta hai, background noise pura cut ho jata hai - local train me bhi shanti milti haiSound quality ekdum clear, bass heavy hai toh gaane sunke alag hi feel aata hai. Fit bhi comfortable hai, kaan me properly set ho jata hai.Battery life bhi long hai, ek baar charge karke full din chala liva bina tension ke.Mic bhi clean sound deta hai, calls pe koi dikkat nahi. Look-wise bhi premium lagta hai haath me.

Agar budget me ek solid earbuds chahiye with ANC, toh bhai le lo - blindly go for it.","Reviewed in India on 8 August 2025","Solid product bro, totally worth it!","5.0 out of 5 stars","","2","Green"
"R158FSC09J7R13","Ajay Falke","Bought it for friend. Sound is perfect noise is amazing. We can hear lil bit outside sound but music 🎶 beats is amazing. Bass is bit high but ok. Preferred by me. Can fit in any ears. Completed charging in less time. Quality is good in this price. Design looks different but it's superb..","Reviewed in India on 13 August 2025","Sound that really good","5.0 out of 5 stars","","0","Bold Black"
"RTG612Q5SH05J","Naman k.","Boat air dopes 141 offers good sound quality . It s battery back up is good . Must buy product go for it . Feel comfortable in ears , can wear longer duration","Reviewed in India on 13 August 2025","Good sound quality , value for money","5.0 out of 5 stars","","0","Bold Black"
"R3TD651KTJMYFA","Navapriya","I am so satisfied with the product as it is excellent quality of good sound quality and comfortable fit for the ear satisfied with price also","Reviewed in India on 12 August 2025","It is excellent,worth of price","5.0 out of 5 stars","","0","Active White"
"R1YG0VYDRJEZYT","Neeraj N. M","the package was good and secure
but delivery took 8 days but its okey
sound quality is good and in this price its good","Reviewed in India on 13 August 2025","sound quality and build quality","5.0 out of 5 stars","https://m.media-amazon.com/images/I/61p3alah9CL.jpg
https://m.media-amazon.com/images/I/61y4rKVD9uL.jpg
https://m.media-amazon.com/images/I/71df4+A4YnL.jpg
https://m.media-amazon.com/images/I/810vyGIZ5aL.jpg","0","Bold Black"
"R2R66W95P6NTFL","Diganta Roy","Good product and sound quality is much better than other earbuds. I recommend everyone to purchase this item it's really good ❤️","Reviewed in India on 13 August 2025","Sound quality and good ANC","5.0 out of 5 stars","","0","Black"
"R3CH8D1X0R2YGD","Pradip Surwase","Very useful, there is no issue to use it, I am very happy to buy this, thanks","Reviewed in India on 14 August 2025","Comparable to ear","5.0 out of 5 stars","","0","Bold Black"
"R3SM8JEDKA69KS","Rahul","The sound quality is crystal clear with good bass, and the Bluetooth connection is stable without any drops.","Reviewed in India on 14 August 2025","Great Sound, Great Value!","5.0 out of 5 stars","https://m.media-amazon.com/images/I/81UNu82JbvL.jpg","0","Black"
"REBS7GLBVA4LE","SHASHWAT SUMAN","Excellent product nice noice cancellation.
Very comfortable easy to use nice bluetooth connectivity very durable and nice performance. Excellent noise having good bass.","Reviewed in India on 16 August 2025","Excellent product","5.0 out of 5 stars","https://m.media-amazon.com/images/I/61SM0AcarCL.jpg
https://m.media-amazon.com/images/I/61XCCwoHsxL.jpg
https://m.media-amazon.com/images/I/61YYkZmB5LL.jpg
https://m.media-amazon.com/images/I/61tzgzckGGL.jpg","0","Bold Black"
"R1FRHXWNQKH3DU","Jassi Sabarwal","Durable and does the job for the price.","Reviewed in India on 15 August 2025","About right for the price and durable.","5.0 out of 5 stars","","0","Bold Black"
"R25S7GEB3G94IM","Krishna Tyagi","Boat Airdopes 141 Review – A Perfect Blend of Performance and Comfort

The Boat Airdopes 141 stand out as one of the best budget-friendly true wireless earbuds, offering an exceptional mix of sound quality, battery life, and comfort.

Sound Quality – Immersive and Clear

The Airdopes 141 deliver rich, deep bass with clear mids and highs, making them perfect for music lovers who enjoy balanced audio. Whether you're listening to EDM, classical, or podcasts, the sound quality remains crisp with minimal distortion. The ENx technology for calling ensures crystal-clear voice clarity, even in noisy environments.

Battery Life – Impressive Longevity

With up to 42 hours of total playback (including the charging case), these earbuds eliminate the need for frequent charging. The ASAP Charge feature is a game-changer, providing 75 minutes of playback in just 5 minutes of charging—ideal for those always on the move.

Comfort & Fit – Lightweight and Secure

The ergonomic design ensures a snug and comfortable fit, making them great for extended wear. The IPX4 water resistance adds durability, making them sweat and splash-proof—perfect for workouts and outdoor activities.

Connectivity & Controls – Seamless Experience

The Bluetooth 5.1 ensures a stable and quick connection, while the touch controls allow effortless music, call, and voice assistant access. The low latency mode enhances the gaming and video-watching experience by reducing audio lag.

Final Verdict – Worth Every Penny!

The Boat Airdopes 141 are a fantastic choice for those seeking high-quality wireless earbuds at an affordable price. With powerful sound, long battery life, and great comfort, they truly exceed expectations. Whether for daily use, workouts, or gaming, these earbuds deliver outstanding value!","Reviewed in India on 11 March 2025","Amazing, excellent Airdopes.....Worth it","5.0 out of 5 stars","","6","Bold Black"
"RAO4BESDT66J9","Rahul S","From design to performance, everything feels polished. The sound is immersive, especially the bass it hits hard without overpowering the mids or highs. What I really liked is the call quality thanks to the dual mics and ENx tech, people hear me clearly even outdoors. The fit is snug and comfortable, no ear fatigue even after hours. Battery life is amazing; I charge it once and forget about it for days. The glass-look case is stylish, though I wish the lid felt a bit sturdier. Also, I faced a minor issue once where one earbud didn’t connect, but re-pairing solved it. Overall, a solid all rounder.","Reviewed in India on 2 July 2025","Good battery backup and stylish colour","5.0 out of 5 stars","","0","Green"
"R27PTEQUFVJ49R","Ranjitha mani","Good","Reviewed in India on 15 August 2025","Design","5.0 out of 5 stars","","0","Bold Black"
"R1SAEUYGX1VHSD","abhishel semwal","Good product with so much to offer in so less, if you have a tight budget and want everything in a single bud go for it.
JACK OF ALL TRADE","Reviewed in India on 5 August 2025","The sound quality","5.0 out of 5 stars","","0","Bold Black"
"R3A6I4EKM1YZWF","Placeholder","This is best product at its price range better bass and much more good for bass lover and go for it ❤","Reviewed in India on 2 August 2025","Go for as ur price range","5.0 out of 5 stars","","0","Bold Black"
"R3MP1GOF2XW5A2","Simi Antony","This product is just awesome, the anc is very good and there is beast mode for gamers too and the budget is very low","Reviewed in India on 29 July 2025","Super product","5.0 out of 5 stars","","0","White"
"R1LS34N10OAM2C","ANKIT GARG STAR","This Boat Airdopes 141 Elite ANC is looking very dashing and charming. Sound is superb...and I liked it's smoothness in ear.","Reviewed in India on 28 July 2025","Dashing Product of Boat","5.0 out of 5 stars","","0","White"
"R1LRFRLMPZLJ25","Tanmayaa choudhury","It is a very good earbuds because it give full sound like you are hearing in real and gaming experience is excellent.","Reviewed in India on 9 August 2025","Very good","5.0 out of 5 stars","","0","Teal"
"R1LE9BCIP5ICWB","Kumaran. M","The product was so nice and beautiful . colour was so nice and compact for use was daily wear.","Reviewed in India on 31 July 2025","This product was best and compact .so much try this boat airdop","5.0 out of 5 stars","https://m.media-amazon.com/images/I/710+YHCChtL.jpg","0","Black"
"R3BLYXXCMJ2MMS","Amazon Customer","I'm thrilled with my first boat purchase. It meets all my needs. The quality is great, and I'm loving the experience. Highly recommend.","Reviewed in India on 28 July 2025","My first boat purchase","5.0 out of 5 stars","https://m.media-amazon.com/images/I/81cIGI9kSKL.jpg
https://m.media-amazon.com/images/I/81fO23lXBQL.jpg","0","White"
"R22WOFP8B2GD4Z","Vaishnav","Its been approximately 3 months since I've purchased these earbuds, and i use them for atleast 3 hours every single day, and even upto 6 hours sometimes. Till this day i have not faced a single problem with these buds. They get connected quickly, and the sound quality is way too good and unbelievable for the price I got these for.

I was able to further enhance the sound quality by using an equalizer app. If you do not want anc, then these might probably be the best buds for you. And anyways, the buds fit snugly enough that it cancels out most of the environmental sound.

I use these to play Valorant, a game which requires sound to be top notch and also very quick, and these have worked perfectly for me as there is a ""beast mode"" in the buds, which reduces latency.

The ONLY issue I can point in these buds is that the low battery sound is pretty annoying (lol). Rest, I have 0 complaints with it. The buds easily work for like 2 weeks once the case is charged.

Also to note, I use these buds carefully and have only dropped one of the bud once till date. And I've not used them while working out so cannot comment in that context. But other than that, these are PERFECT.","Reviewed in India on 5 January 2025","There's a reason why these are the best sellers","5.0 out of 5 stars","","10","Bold Black"
"RZGRL6Y61GE9F","Saumya Singh","Battery lasts for a week, good build design. Looks a little heavy but excellent grip for workout or driving.","Reviewed in India on 26 July 2025","Good grip and battery life","5.0 out of 5 stars","","0","Bold Black"
"R1411V3XSSQQ9A","Sanath","I likes the ANC mode, sound quality and product support. Amazing product. Really loved it.","Reviewed in India on 29 July 2025","Excellent product.","5.0 out of 5 stars","","0","Black"
"R3PPFQ80R6Z2YZ","Devika G","Purchasing the same product for the second time. Its really good and value for money","Reviewed in India on 7 August 2025","Good product","5.0 out of 5 stars","","0","Bold Black"
"R2ADJEDE1KWZD6","yamini","Boat airpods quality very good and this is i bought 3rd time . sound quality good value for money amezing performance easy to use .","Reviewed in India on 31 July 2025","Sound quality very good","5.0 out of 5 stars","","0","Bold Black"
"RLNNWJ7EJEYGP","Tulu Singha Roy","Yes this airpod is worth of money .
Good sound quality
Well designed
Beast performance","Reviewed in India on 29 July 2025","Outstanding","5.0 out of 5 stars","","0","Black"
"R29YTZGYP8XU2S","Md faizan uddin","It is good in all battery back up etc but some times right one is not working","Reviewed in India on 7 August 2025","Excellent","5.0 out of 5 stars","","0","Bold Black"
"R23AZITFK560B7","meenakshi","Product quality, sound, design, performance and feature are all perfect thank you BOAR","Reviewed in India on 3 August 2025","Product information","5.0 out of 5 stars","","0","Bold Black"
"R22Z8DT384EAAO","Aruna devi","The sound quality is very good and it's lightweight... I really love it....","Reviewed in India on 7 August 2025","Sound quality is very good.... Anc facility is very super","5.0 out of 5 stars","","0","Black"
"R1EKQOVTUSJS6J","Hardik Gupta","Nice sound quality using since 2 years battery backup is also good","Reviewed in India on 1 August 2025","GREAT BASS AND SOUND QUALITY BUDS IN THIS RANGE","5.0 out of 5 stars","","0","Bold Black"
"R37GI4RPHKGI0A","sneha","Good product overall, ANC is good.Bass is on a higher end though.","Reviewed in India on 12 August 2025","Good buy overall","5.0 out of 5 stars","","0","Black"
"R1KXB0ENFTZ03V","Rahul","Best sound quality and power backup also good 😊👍, I am happy","Reviewed in India on 28 July 2025","I am happy with this product sound","5.0 out of 5 stars","","0","Bold Black"
"RF2SA03D7FFZN","Vivek Nigam","Good product as I am using since last 10 days.","Reviewed in India on 14 August 2025","Good","5.0 out of 5 stars","","0","Green"
"R28UX9IS4MWS8P","Nadeem Sayed","Very good product and build quality is also good.","Reviewed in India on 6 August 2025","Amazing","5.0 out of 5 stars","","0","Black"
"R3F8K31QXECZ2H","Vijay","No issues found in this and excellent product within the budget.","Reviewed in India on 4 August 2025","Excellent product","5.0 out of 5 stars","","0","Bold Black"
"R3SZV0W2FR4XJE","Minal Bhadresha","Battery life is very nice and in less price","Reviewed in India on 11 August 2025","Battery life","5.0 out of 5 stars","","0","Bold Black"
"R11VDDSGWISVOG","Manish","Touch response and sound quality is really amazing. Best budget earbuds👍👍","Reviewed in India on 29 July 2025","It is worth buying...","5.0 out of 5 stars","","0","Grey"
"R2NAO61VZ3RP2F","Sushila Singh","This is amazing earpods 🥰 I love it 😻","Reviewed in India on 12 August 2025","Battery quality is too gud🥰😫","5.0 out of 5 stars","","0","Bold Black"
"R24E8PO7O2D3AG","Ravish r.","Both sound quality and battery backup is good","Reviewed in India on 29 July 2025","Anc","5.0 out of 5 stars","","0","Green"
"RQ3I5L8R67EWB","Mohan","Worth for money good quality satisfied 😁😁😁😁😁","Reviewed in India on 8 August 2025","Must buy this product","5.0 out of 5 stars","https://m.media-amazon.com/images/I/61x0NgzXbmL.jpg
https://m.media-amazon.com/images/I/61xc8ug6oyL.jpg","0","Green"
"RUXXNUBEGTIE7","Vipin","Good and nice product…value for the money","Reviewed in India on 8 August 2025","Good product","5.0 out of 5 stars","","0","White"
"R11LCHA2PXO1IF","Money Verma","Excellent 💯 buds
♥️❤️ Nice call quality nd bass too much good 😊
Thank you boat","Reviewed in India on 24 July 2025","Excellent 👌🏻 clear call quality 😁","5.0 out of 5 stars","","0","Bold Black"
"R1X407GWDVMAXF","ARSHA JAYARAJ","Good quality product and delivery service was great","Reviewed in India on 9 August 2025","Quality","5.0 out of 5 stars","","0","Grey"
"RLYSEYVY4P4LY","Bharat Borah","Awesome product 👏. LOVE IT 😍","Reviewed in India on 4 August 2025","Nice Product","5.0 out of 5 stars","","0","Bold Black"
"R1SH0MBBHKE1ID","Amarjeet","Very good product sound so good","Reviewed in India on 1 August 2025","Very nice product","5.0 out of 5 stars","","0","Bold Black"
"RKTFOLX8NVZ91","saran","This product is worth good.","Reviewed in India on 14 August 2025","Amazing","5.0 out of 5 stars","","0","Green"
"RZY4S4909Q705","Hardik Barot","Very useful and best item i purchased","Reviewed in India on 13 August 2025","Nice product","5.0 out of 5 stars","","0","Bold Black"
"R678MJ17WVSLV","Jithin Babu","Product is great. Battery backup also good","Reviewed in India on 4 August 2025","Super product","5.0 out of 5 stars","","0","Black"
"R2H9R83XQXN8EH","Gopalakrishna. K.","Good,clear voice,easy to charge long lasting,,,","Reviewed in India on 1 August 2025","Price worth product","5.0 out of 5 stars","","0","Black"
"R2NZ4LILKJ8EXD","Amazon Customer","Sound quality is good 👍","Reviewed in India on 4 August 2025","The product is not a bad","5.0 out of 5 stars","","0","Teal"
"R1FD5U1Y7QLZ18","Rohan Arangale","Good Product with Sound","Reviewed in India on 13 August 2025","Good Product","5.0 out of 5 stars","","0","Bold Black"
"R2R1M3F05MHKPU","Vishnumithra Sureshbabu","Value for money.good product","Reviewed in India on 14 August 2025","Good","5.0 out of 5 stars","","0","Bold Black"
"R1F0QHEM6C91GJ","Basavaraj","The product is good working fine","Reviewed in India on 4 August 2025","Good","5.0 out of 5 stars","","0","Active White"
"R18UWX32FL4RAK","Raju","Best earbuds at affordable price","Reviewed in India on 30 July 2025","Best one","5.0 out of 5 stars","","0","Bold Black"
"RK6YDJM39GAI2","Amazon Customer","Very satisfied, Great quality","Reviewed in India on 12 August 2025","Excellent","5.0 out of 5 stars","","0","Grey"
"RDEEBYE1E8NLY","Samrat Sarmah","Very good quality and affordable price","Reviewed in India on 1 August 2025","Very good product","5.0 out of 5 stars","","0","Bold Black"
"R3MYB5031ZFMWR","Dattaprasad Watane","Awesome sound quality","Reviewed in India on 13 August 2025","Nice","5.0 out of 5 stars","","0","Green"
"R185EHTKO0R4ZB","Ayush","Value for money","Reviewed in India on 14 August 2025","It’s a good product","5.0 out of 5 stars","","0","Bold Black"
"R3544NF2H2U2WY","Eashwar m.","Product was good","Reviewed in India on 6 August 2025","Good","5.0 out of 5 stars","","0","Bold Black"
"R30CCJ65QBXLZW","Good Quality product.","Good Quality product","Reviewed in India on 13 August 2025","Nice","5.0 out of 5 stars","","0","Bold Black"
"R7GN7NKU36EJK","Narendra Singh Rathore","Value for Money.","Reviewed in India on 8 August 2025","Nice","5.0 out of 5 stars","","0","Bold Black"
"R29M5UWVKR13OD","Fiyanshu","Better sound other cheap earbuds","Reviewed in India on 4 August 2025","Best frequency bluetooth","5.0 out of 5 stars","","0","Bold Black"
"RMHXTI9V3YWQV","Monu Chaudhary","I am writing this review after using this headphone for 1 week.

Pros:-

1.Powerful bass. Almost perfect mids, lows & highs.

2.Loud. Use carefully to avoid hearing damage.

3. Very comfortable. Used it continuously for 3-4 hours, I didn't find any pain in my ears.

4.Long lasting battery. After receiving the product I haven't charge it.Still it is working after 7 days of constant usage.","Reviewed in India on 5 July 2025","Quality of product","5.0 out of 5 stars","","0","Black"
"RHHRHBPOZNDIM","Vasundhra","Really bad quality","Reviewed in India on 4 August 2025","Not worth it","5.0 out of 5 stars","","0","Bold Black"
"RZ243JWOQ2O9Y","Mubeen","Battery life super","Reviewed in India on 12 August 2025","Good 👍","5.0 out of 5 stars","","0","Bold Black"
"R22RFG2M2KLM31","disisthetom","These are good. But I felt like the later models lack the quality of the first versions. I found the first ones to last close to an year whereas later ones stopped charging the earpod within the case after a couple of months. Unless I violently shake it.

Good for indoor use. Not very good for making calls.","Reviewed in India on 5 June 2025","It's an okay item","4.0 out of 5 stars","","0","Bold Black"
"R2MBT8OH71DBFQ","Tushar kaushik","Good","Reviewed in India on 28 June 2025","Good","4.0 out of 5 stars","","0","Green"
"R3S884H25F9QXV","shalini keshri","That's so good for me","Reviewed in India on 23 June 2025","Nothing","4.0 out of 5 stars","","0","Bold Black"
"R2NUNY6S5O8Z4H","Azadkhan","Satisfied","Reviewed in India on 26 June 2025","Good one","4.0 out of 5 stars","","0","Bold Black"
